,0,1,2,3
2642,Fading Like A Flower (Every Time You Leave), Roxette,spotify:track:04HCXwpgp4zrBgUJZzgjMP,1991
2643,Life Goes On, Poison,spotify:track:2OWKsyrgUINadOG21dR0Fh,1991
2644,See The Lights, Simple Minds,spotify:track:76hSXfMa3eIqWCUHCyqByb,1991
2645,I Touch Myself, Divinyls,spotify:track:6oNvmplQGUkmAh441Teows,1991
2646,Joyride, Roxette,spotify:track:47PQWnMc01EmIH0PD2UuGb,1991
2647,Love And Understanding, Cher,spotify:track:0Bukog3UlEAR9AhE4OglMk,1991
2648,Kissing You, Keith Washington,spotify:track:6LqiE1yBBf9IuTxaTpTyiF,1991
2649,Exclusivity, Damian Dame,spotify:track:63DGRme6rFWbHaHE8kP5ia,1991
2650,Summertime, D.J. Jazzy Jeff & The Fresh Prince,spotify:track:5cFcWAWIcnV38t4YCWQiZZ,1991
2651,Written All Over Your Face, The Rude Boys,N/A,1991
2652,Wind Of Change, Scorpions,spotify:track:3ovjw5HZZv43SxTwApooCM,1991
2653,What Comes Naturally, Sheena Easton,spotify:track:1q6u6Ryj9wN66EPnxr6wXi,1991
2654,Motownphilly, Boyz II Men,spotify:track:4wDSLkTUIpRsn3UbCzW9wV,1991
2655,Voices That Care, Voices That Care,spotify:track:0r4BzVZARez3ZrbL2Dek7r,1991
2656,This Time Make It Funky, Tracie Spencer,spotify:track:29PVuKcHn9oSr9ziAbQmyY,1991
2657,"Nights Like This (From ""The Five Heartbeats"")", After 7,N/A,1991
2658,Higher Than Hope, Daryl Braithwaite,spotify:track:4NDYghwqDXM7H4lny3hf6m,1991
2659,Elevate My Mind, Stereo MC's,spotify:track:7uABD1Cd6M8SGA75OxeUqB,1991
2660,"Part Of Me, Part Of You", Glenn Frey,spotify:track:5wsflCTlGxNn2z91O7KVgK,1991
2661,Cant Forget You, Gloria Estefan,spotify:track:10gSqWsX6e6pVplEG2ovYt,1991
2662,My Body Says Yes, Titiyo,N/A,1991
2663,Love Desire, Sandee,spotify:track:64xtbpPovuAlNheWuCtOww,1991
2664,Ooh La La, David Hallyday,N/A,1991
2665,Can I Call You My Girl, PC Quest,N/A,1991
2666,Kisses In The Night, Brandon,spotify:track:0wGSi3ATuhhyIk6DiY5A37,1991
2667,Dirty Love, Thunder,spotify:track:2lhE3z7LqYRLjHj7FvvtGw,1991
2668,Cry For Help, Rick Astley,spotify:track:0eez4Mb0ED7e9rxEPlXvbZ,1991
2669,Going Through The Motions, Aftershock,N/A,1991
2670,What A Price To Pay, Michael Damian,N/A,1991
2671,Where The Streets Have No Name, Pet Shop Boys,spotify:track:5bIifbcbgZHB1yhi63aJ4D,1991
2672,You Dont Have To Go Home Tonight, The Triplets,spotify:track:4T4SmH3nUX8FnxjAZ6RXE6,1991
2673,Dream Lover, The Rebel Pebbles,spotify:track:5XpfMyKakK5h6W2lAAQBqK,1991
2674,She Talks To Angels, The Black Crowes,spotify:track:7HgpYzYrBLbBLyInU2FaPY,1991
2675,More Than Ever, Nelson,spotify:track:4nDjw5rDm2H7dIvEyrIABn,1991
2676,I Cant Wait Another Minute, Hi-Five,spotify:track:1CeGBbkJeKPojRmlo2gIwq,1991
2677,Surrender, Trixter,spotify:track:4EEAHK0c3M7CCgcQt9bfts,1991
2678,Someone, The Rembrandts,spotify:track:2SEx5I4i16LVoyIYFgjjw8,1991
2679,Your Love, Keith Sweat,spotify:track:0EtISCRxWQKvVTtpmtJnNd,1991
2680,Forever Amor, D'zyre,spotify:track:6Dy9ADyJYhwUT2wVqBRqBD,1991
2681,(If There Was) Any Other Way, Celine Dion,spotify:track:51SLdcNukuaQtjTBEspsRc,1991
2682,Crazy, Seal,spotify:track:2F9jMklOJOl65znIH4kc8C,1991
2683,Hard To Handle, The Black Crowes,spotify:track:05NYcsjJwOYq4jIiKPVj9p,1991
2684,Move Right Out, Rick Astley,spotify:track:6DNEqC8ah284F7Kg4DskLy,1991
2685,Lift Me Up, Yes,spotify:track:0KpvMmpUFIMVpY14ypSdBB,1991
2686,Summer Vacation, The Party,spotify:track:7GTePWJ22W5STguGf16LLg,1991
2687,Its A Shame (My Sister), Monie Love Featuring True Image,N/A,1991
2688,Whatever You Want, Tony Toni Tone,spotify:track:4chxiKYwSBoE0pvO4Ea0uv,1991
2689,Only Time Will Tell, Nelson,spotify:track:1lYxvNPeKh9ykoQSCD0jlg,1991
2690,Come Again, Damn Yankees,spotify:track:6Hfvn9qguufsmHp0uk3y3r,1991
2691,Round And Round, Tevin Campbell,spotify:track:7mjTuZkE1XkJnco5bVsZCf,1991
2692,Love On A Rooftop, Desmond Child,spotify:track:3GoeTGM9kbkVnYiWyz7Ps5,1991
2693,3 A.M. Eternal, The KLF,spotify:track:4EO7E6OTT3FvYt8ORWLuSH,1991
2694,Break Up To Make Up, Cynthia,spotify:track:2Q4MyAQ4oIStlckiGhVsD4,1991
2695,Save Some Love, Keedy,spotify:track:3MiaECeCSQCVb5L2lpaROG,1991
2696,Love Gets Rough, Troy Newman,N/A,1991
2697,Let The Beat Hit Em, Lisa Lisa And Cult Jam,spotify:track:5uxcZzsePjVOQxYjoURVr8,1991
2698,My Heart Is Failing Me, Riff,spotify:track:695sRCJTtOHIY5ACQa7qtZ,1991
2699,Can You Stop The Rain, Peabo Bryson,spotify:track:2OAb4bICGE8CKrTZmnCo8F,1991
2700,"It Must Have Been Love (From ""Pretty Woman"")", Roxette,N/A,1990
2701,Step By Step, New Kids On The Block,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,1990
2702,Poison, Bell Biv DeVoe,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,1990
2703,Hold On, Wilson Phillips,spotify:track:4VZDv8sASBS8UruUBGTFdk,1990
2704,Do You Remember?, Phil Collins,spotify:track:6C4BcBBnlNG0bwfZyeKSti,1990
2705,Vogue, Madonna,spotify:track:27QvYgBk0CHOVHthWnkuWt,1990
2706,Ready Or Not, After 7,spotify:track:6AgDFWLbbAt2migXMbrhXT,1990
2707,Hold On, En Vogue,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,1990
2708,U Cant Touch This, M.C. Hammer,spotify:track:1B75hgRqe7A4fwee3g3Wmu,1990
2709,Ill Be Your Shelter, Taylor Dayne,spotify:track:2kESL3CtcNIxrTNCDqesPI,1990
2710,All I Wanna Do Is Make Love To You, Heart,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,1990
2711,She Aint Worth It, Glenn Medeiros Featuring Bobby Brown,N/A,1990
2712,Children Of The Night, Richard Marx,spotify:track:143aqHqvsyazR7cdJ3kvZE,1990
2713,The Humpty Dance, Digital Underground,spotify:track:3OcQkcvTcohs8vO8Rd3sKF,1990
2714,Rub You The Right Way, Johnny Gill,spotify:track:40xz60ciGIpsRtDqRfPKBE,1990
2715,"Baby, Its Tonight", Jude Cole,spotify:track:0Cnb92tJbXRrqi1FhfyPpY,1990
2716,"Cradle Of Love (From ""Ford Fairlane"")", Billy Idol,N/A,1990
2717,Sending All My Love, Linear,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,1990
2718,Enjoy The Silence, Depeche Mode,spotify:track:1YwNlWLf8auhazSQUDQLFU,1990
2719,Alright, Janet Jackson,spotify:track:2GHkACm48ILzrwW6NoWsnL,1990
2720,The Power, Snap!,spotify:track:0nQLxiNGbbUoSGrxksETLm,1990
2721,Girls Nite Out, Tyler Collins,N/A,1990
2722,Sittin In The Lap Of Luxury, Louie Louie,N/A,1990
2723,Nothing Compares 2 U, Sinead O'Connor,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,1990
2724,Notice Me, Nikki,spotify:track:0mP59RdCIOHah1CamEuOpC,1990
2725,Turtle Power, Partners In Kryme,spotify:track:3dFAXD9FtN2gmoZToyoJl2,1990
2726,Up All Night, Slaughter,spotify:track:1AsRjeavWPH8sCQbjMP8Xh,1990
2727,When Im Back On My Feet Again, Michael Bolton,spotify:track:47SOobTLWvyZpUfpmuUARJ,1990
2728,Mentirosa, Mellow Man Ace,spotify:track:3P6fS71hWhZvOnnxQojJ0Z,1990
2729,Ooh La La (I Cant Get Over You), Perfect Gentlemen,N/A,1990
2730,Vision Of Love, Mariah Carey,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,1990
2731,You Cant Deny It, Lisa Stansfield,spotify:track:2RRYjmsQ4rIibo35biTxrJ,1990
2732,Dare To Fall In Love, Brent Bourgeois,spotify:track:5JQrEuJkyo6s1FRW9znnxm,1990
2733,The Ballad Of Jayne, L.A. Guns,spotify:track:0gTEvnqaTPmrDvzbKZtQuw,1990
2734,Club At The End Of The Street, Elton John,spotify:track:3spWfMlB39jSkstIslYnvG,1990
2735,Ill See You In My Dreams, Giant,spotify:track:5Pr7EYxfxsduely39MZBvF,1990
2736,Nicety, Michel'le,spotify:track:1vw9MuorZMUxhsQBGsgyo1,1990
2737,"King Of Wishful Thinking (From ""Pretty Woman"")", Go West,spotify:track:6Ima69MmEL33MaVPmoYOkn,1990
2738,Love Is, Alannah Myles,spotify:track:3IYb8pVjQG77awbkC4CuBV,1990
2739,Bad Of The Heart, George LaMond,spotify:track:4XZxZXXdpclvC2BkbKtENJ,1990
2740,Make You Sweat, Keith Sweat,spotify:track:4L9VA69sfZKK5HAs5zP22I,1990
2741,When I Dream Of You, Tommy Page,spotify:track:7dtxgjo3IOPKgR7koxzjY8,1990
2742,Kiss This Thing Goodbye, Del Amitri,spotify:track:7DXJcM8STp1D7YiF6uN1Jq,1990
2743,Dont Go Away Mad (Just Go Away), Motley Crue,spotify:track:2zZ8l0uehjvGhJR5SMN9Jl,1990
2744,I Wanna Be Rich, Calloway,spotify:track:7bsjiN3YzvnxtsWLMuPvur,1990
2745,Expression, Salt-N-Pepa,spotify:track:1lXs8UWoQr7wMjHdxQI2XA,1990
2746,Always And Forever, Whistle,spotify:track:6A8ZWP9TV2Ygd88Kv8sUBP,1990
2747,If Wishes Came True, Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,1990
2748,Could This Be Love, Seduction,spotify:track:3vlhjgeKW3u1Fjzf6JiJvo,1990
2749,"Doubleback (From ""Back To The Future Part III"")", ZZ Top,N/A,1990
2750,The Blues, Tony Toni Tone,spotify:track:4yEm2XJnOo81v1ogSjCsMl,1990
2751,House Of Pain, Faster Pussycat,spotify:track:46Qy1xAr2K7rylRYwdQ6Gw,1990
2752,Pure, Lightning Seeds,spotify:track:0DDykf0aTBt36UFKSJ7Ebs,1990
2753,Possession, Bad English,spotify:track:4c9pXEaHBDpQT2HnXOUult,1990
2754,Your Baby Never Looked Good In Blue, Expose,spotify:track:4jK7wyYptlOiNrrYDyAUDt,1990
2755,Welcome To The Real World, Jane Child,spotify:track:37o0UBywazf2Xcy3297Que,1990
2756,"""B"" Girls", Young And Restless,spotify:track:7AiGl9XO87W4FyqLKiZerB,1990
2757,This Old Heart Of Mine, Rod Stewart With Ronald Isley,spotify:track:3m45HJIgE7BIneHxczYYjT,1990
2758,Bounce Back, Alisha,N/A,1990
2759,My Kinda Girl, Babyface,spotify:track:4D288d9iTLDzEEETt5D8y3,1990
2760,What It Takes, Aerosmith,spotify:track:2fAYTT9kcUm8tnUrhD80sC,1990
2761,Show Me, Howard Hewett,spotify:track:2HSMrHh9SHsseatqlycgHa,1990
2762,Across The River, Bruce Hornsby & The Range,spotify:track:2qCMV2h9DCOgraXKrTsAJg,1990
2763,Deadbeat Club, The B-52s,spotify:track:73bJ24XyBd3cRlsyG91F07,1990
2764,The Right Combination, Seiko & Donnie Wahlberg,spotify:track:0sNol4lbk80WjeeqXOIkcf,1990
2765,Bang Bang, Danger Danger,spotify:track:4p4YiROw0qF059Mcstu8rl,1990
2766,I Didnt Want To Need You, Heart,spotify:track:1YkQGGaaE5Qqes82meBdOi,1990
2767,Let Me Be Your Lover, The U-Krew,N/A,1990
2768,The Girl I Used To Know, Brother Beyond,spotify:track:7wKqQRRKjhstqSLNjoi5Ik,1990
2769,Counting The Days, Joey Kid,spotify:track:349H2E0ZhBGjYLhcAQcAxE,1990
2770,Epic, Faith No More,spotify:track:4ReyTz0y3TGkX48wO3Llot,1990
2771,How Can We Be Lovers, Michael Bolton,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,1990
2772,The Heart Of The Matter, Don Henley,spotify:track:7jZ4UZAmg006Qx3rVuF7JI,1990
2773,The Other Side, Aerosmith,spotify:track:74pHYWfOGQ1VYq1VATtQTg,1990
2774,Jealous Again, The Black Crowes,spotify:track:5BxeyZpeEHaFzlhefhWkqd,1990
2775,Dont Wanna Fall In Love, Jane Child,spotify:track:6eozUVzr02EXMji1vuxgiP,1990
2776,Follow My Heartbeat, A'me Lorain,N/A,1990
2777,All Around The World, Lisa Stansfield,spotify:track:4oDE2kdP0JksBFuvMNZYyS,1990
2778,Coming Of Age, Damn Yankees,spotify:track:1VMqkvlOqaH0HP0nsj1bx5,1990
2779,Were All In the Same Gang, The West Coast Rap All-Stars,N/A,1990
2780,Got To Tell Me Something, Ana,N/A,1990
2781,Rise To It, KISS,spotify:track:7gAHDwN4iqkjFozSODtWBn,1990
2782,Time After Time, Timmy T.,spotify:track:2drQ6wg2hdl6RDslarifh8,1990
2783,Dont You Love Me, 49-ers,N/A,1990
2784,Love Child, Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,1990
2785,Talk To Me, Anita Baker,spotify:track:6i7I92w0Hqy0SXD9wTrPxS,1990
2786,"The Downeaster ""Alexa""", Billy Joel,spotify:track:39cFQHfY6tsdMRmSbFse3X,1990
2787,Chain Of Fools, Little Caesar,spotify:track:4ZEfcU9wBWXqLE45x0oWvA,1990
2788,Here And Now, Luther Vandross,spotify:track:1k2AyzI8PYSIASKaMK5CFp,1990
2789,Cruising For Bruising, Basia,spotify:track:335fy6LtJ4w1DjhDn2r2os,1990
2790,I Melt With You, Modern English,spotify:track:78ocJAEFOYKVjYgXZ8fggD,1990
2791,Whip Appeal, Babyface,spotify:track:3kSRHg7YZPSzJo8sxaBsJD,1990
2792,Get A Life, Soul II Soul,spotify:track:5HRaxiZNh5CDACzSSYleHx,1990
2793,The Emperors New Clothes, Sinead O'Connor,spotify:track:0xGKuYwIum3qUbJ2NgnwY8,1990
2794,"Tomorrow (A Better You, Better Me)", Quincy Jones With Tevin Campbell,N/A,1990
2795,What Are You Doing With A Fool Like Me, Joe Cocker,spotify:track:1ADmyvNaireK0kH2xNdVyO,1990
2796,If U Were Mine, The U-Krew,N/A,1990
2797,Room At The Top, Adam Ant,spotify:track:1g5yk9XKqP0B5MS3P27myM,1990
2798,All That Glitters Isnt Gold, The Cover Girls,spotify:track:6HoFcVqhRM3JXfByq0t5go,1990
2799,Thats The Way Of The World, D-Mob With Cathy Dennis,N/A,1990
2800,Satisfied, Richard Marx,spotify:track:4V87hYB94wu8DFtd901riK,1989
2801,Ill Be Loving You (Forever), New Kids On The Block,spotify:track:1cy5US2dffz6QGBAIzOGkq,1989
2802,Buffalo Stance, Neneh Cherry,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,1989
2803,Baby Dont Forget My Number, Milli Vanilli,spotify:track:3t4EJY6cTsb6FyP1EQzajK,1989
2804,Good Thing, Fine Young Cannibals,spotify:track:76ZnyGfjQZSM8GPfR7OqiJ,1989
2805,"Wind Beneath My Wings (From ""Beaches"")", Bette Midler,spotify:track:7Gx5ET7dUsVu79MHwfgBoI,1989
2806,This Time I Know Its For Real, Donna Summer,spotify:track:47XPUkAsZjZ96UzaYO7sEC,1989
2807,Every Little Step, Bobby Brown,spotify:track:0s6e7ZafqOAUBDoQYGmxrc,1989
2808,Miss You Like Crazy, Natalie Cole,spotify:track:1fDmIkJoVxPge6hAxwJIM9,1989
2809,Cry, Waterfront,spotify:track:4FbFW31putWTiw9dZ24H8U,1989
2810,If You Dont Know Me By Now, Simply Red,spotify:track:7DFawVSjI88xR9mjnWwURg,1989
2811,I Drove All Night, Cyndi Lauper,spotify:track:3J0AoQhAufniMrznCRJASD,1989
2812,Express Yourself, Madonna,spotify:track:6ioBgySxoeQKALvAeLEmId,1989
2813,I Wont Back Down, Tom Petty,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,1989
2814,Toy Soldiers, Martika,spotify:track:6YHpaawV0C88rwt2bQE6jV,1989
2815,What You Dont Know, Expose,spotify:track:5nJXgY6kDVt7PGt1SmjLVi,1989
2816,The Doctor, The Doobie Brothers,N/A,1989
2817,Close My Eyes Forever, Lita Ford (Duet With Ozzy Osbourne),N/A,1989
2818,Veronica, Elvis Costello,spotify:track:5zHgT1ibsBrSOEnQwZapto,1989
2819,Coming Home, Cinderella,spotify:track:3NMrFNUronZFe2m5JsKfl2,1989
2820,"Rock On (From ""Dream A Little Dream"")", Michael Damian,N/A,1989
2821,Rooms On Fire, Stevie Nicks,spotify:track:0QVlQTzp10Tj4Xql9ZRJzo,1989
2822,Into The Night, Benny Mardones,spotify:track:0rhyBUAgNXwdyvGVXSrLzc,1989
2823,Crazy About Her, Rod Stewart,spotify:track:60tCUGmI1Yhz5gLjXhplXx,1989
2824,Forever Your Girl, Paula Abdul,spotify:track:5xl5582IihbEZAnfj0xyso,1989
2825,So Alive, Love And Rockets,spotify:track:6amZm52SfS7d6oCEu9NDMl,1989
2826,Cuddly Toy (Feel For Me), Roachford,N/A,1989
2827,Who Do You Give Your Love To?, Michael Morales,spotify:track:4p8OxKrG9ry2kl7wIcKvrs,1989
2828,Lay Your Hands On Me, Bon Jovi,spotify:track:1P1QNBZVSPXXJok2vPVZof,1989
2829,Be With You, The Bangles,spotify:track:39qcM4KB0xq0G8No41ljaK,1989
2830,Pop Singer, John Mellencamp,spotify:track:74DprDeArqMMsyBv8hU1Sj,1989
2831,Where Are You Now?, Jimmy Harnen With Synch,N/A,1989
2832,My Brave Face, Paul McCartney,spotify:track:29puaOrl9bLbcQkCoWUx5T,1989
2833,Patience, Guns N' Roses,spotify:track:2uKcU4FPX5eOjmd6RWb9OF,1989
2834,Once Bitten Twice Shy, Great White,spotify:track:7pkWZL0kA26s754CwyK0SH,1989
2835,Send Me An Angel 89, Real Life,spotify:track:5lMRS9GFQYfxhflty2E1ad,1989
2836,Soldier Of Love, Donny Osmond,spotify:track:1I0HPyA358wezY1aCpuLBS,1989
2837,Down Boys, Warrant,spotify:track:0dw3dXWx6dgp7Ri3HeDBUq,1989
2838,I Like It, Dino,spotify:track:1UHXwhhhyyikWEa3h79sNF,1989
2839,Dressed For Success, Roxette,spotify:track:5hRXW7bDPwj08jTI74N3gg,1989
