,Summer Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
1706,You Sang To Me, Marc Anthony,spotify:track:2dwhMQsFeHr2S787WxqAqW,2000,0.578,0.894,0.0103,0.741,165.98,2.66e-06
1707,Thong Song, Sisqo,spotify:track:5Mmk2ii6laakqfeCT7OnVD,2000,0.701,0.885,0.132,0.741,121.54,0.000197
1708,Its Gonna Be Me, 'N Sync,spotify:track:2AW37v0bDyuOzGP3XnmFuA,2000,0.636,0.873,0.0407,0.908,165.071,1.27e-06
1709,Oops!...I Did It Again, Britney Spears,spotify:track:6naxalmIoLFWR0siv8dnQQ,2000,0.751,0.834,0.3,0.894,95.053,1.77e-05
1710,Higher, Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,2000,0.454,0.826,4.88e-05,0.451,155.84,0.000185
1711,There You Go, P!nk,spotify:track:6LCbPOnvjxSaRnNBKH1JII,2000,0.829,0.86,0.085,0.669,107.91,0
1712,Bent, matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,2000,0.518,0.83,0.0404,0.527,95.468,3.85e-06
1713,I Try, Macy Gray,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,2000,0.593,0.642,0.313,0.736,76.403,0.000582
1714,Maria Maria, Santana Featuring The Product G&B,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1715,He Wasnt Man Enough, Toni Braxton,spotify:track:7f1Dmr246cJ9uQYdbplTbh,2000,0.739,0.947,0.00947,0.763,88.009,2.99e-05
1716,I Turn To You, Christina Aguilera,spotify:track:4Do68W4FWO2hRAJCzG1lus,2000,0.599,0.47,0.38,0.298,127.177,0
1717,Back Here, BBMak,spotify:track:6znv7i4Wif5fLwI6OjKHZ4,2000,0.618,0.941,0.0796,0.929,104.774,2.51e-06
1718,Big Pimpin, Jay-Z Featuring UGK,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1719,Absolutely (Story Of A Girl), Nine Days,spotify:track:3mNecsYFb6LQg7822DPXCP,2000,0.481,0.94,0.000891,0.66,96.493,0
1720,Swear It Again, Westlife,spotify:track:2x1D20z93vGEjtTP07GOOr,2000,0.626,0.532,0.296,0.33,130.076,0
1721,Otherside, Red Hot Chili Peppers,spotify:track:64BbK9SFKH2jk86U3dGj2P,2000,0.458,0.795,0.00316,0.513,123.229,0.000202
1722,Say My Name, Destiny's Child,spotify:track:7H6ev70Weq6DdpZyyTmUXk,2000,0.713,0.678,0.273,0.734,138.009,0
1723,I Wish, Carl Thomas,spotify:track:3lqT89gv8p3PYwXtr3ODjv,2000,0.736,0.666,0.0593,0.224,89.824,3.82e-05
1724,Amazed, Lonestar,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,2000,0.557,0.553,0.247,0.253,139.821,0
1725,Broadway, Goo Goo Dolls,spotify:track:3dbywb1zxwI3h1m9o304eY,2000,0.504,0.901,0.000807,0.755,132.729,0
1726,Yes!, Chad Brock,spotify:track:1PrZOkFxJqTZAH8P3x87hW,2000,0.674,0.623,0.00408,0.452,126.547,5.61e-05
1727,Crybaby, Mariah Carey Featuring Snoop Dogg,spotify:track:1gArms4PYujtGW63ramJ1d,2000,0.692,0.196,0.0347,0.725,78.989,0
1728,Lets Get Married, Jagged Edge,spotify:track:1PmHkalaUHhh0fz23SBHDL,2000,0.761,0.627,0.175,0.891,109.821,0
1729,(Hot S**t) Country Grammar, Nelly,spotify:track:2Lg4kvhOrPhpGEZmSe7VAN,2000,0.872,0.673,0.00802,0.527,162.781,0
1730,The One, Backstreet Boys,spotify:track:6e40mgJiCid5HRAGrbpGA6,2000,0.689,0.702,0.216,0.484,99.031,0
1731,Separated, Avant,spotify:track:4mqxoq5MzQUnPg9AyFlVEt,2000,0.796,0.486,0.228,0.633,108.23,0
1732,Smooth, Santana Featuring Rob Thomas,spotify:track:1Yp6SnaxRGguBjcEFarluk,2000,0.692,0.696,0.086,0.884,115.965,0.0186
1733,Bye Bye Bye, 'N Sync,spotify:track:62bOmKYxYg7dhrC6gH9vFn,2000,0.61,0.926,0.031,0.861,172.638,0.0012
1734,Where I Wanna Be, Donell Jones,spotify:track:2uZwyxrg6VPvlVsvclIfel,2000,0.664,0.396,0.52,0.453,102.053,0
1735,Wifey, Next,spotify:track:3NEzjZbeSCy72Kx1clSYgC,2000,0.829,0.652,0.067,0.726,99.581,0
1736,Better Off Alone, Alice Deejay,spotify:track:48gBfTRel9fajeev7tmLpo,2000,0.666,0.854,0.0044,0.748,136.954,0.769
1737,It Feels So Good, Sonique,spotify:track:6AlUth5aiPqC1W4Lk3GVld,2000,0.622,0.607,0.00543,0.642,133.98,0.00553
1738,Crash And Burn, Savage Garden,spotify:track:60g4sp8i3gXSb1EkphMl1g,2000,0.581,0.607,0.189,0.213,102.03,1.6e-06
1739,"Jumpin, Jumpin", Destiny's Child,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,2000,0.771,0.685,0.00543,0.683,88.997,0.00157
1740,I Hope You Dance, Lee Ann Womack,spotify:track:65B1tEOv5W294uCKbmEcFV,2000,0.416,0.446,0.0524,0.278,151.328,0
1741,Party Up (Up In Here), DMX,spotify:track:4XSgaQfGgJ9FDCcvmOe404,2000,0.736,0.834,0.077,0.234,100.979,0
1742,Couldnt Last A Moment, Collin Raye,spotify:track:72mr7QyZEQbrX89SxtePOc,2000,0.703,0.659,0.0977,0.665,96.735,0
1743,The Chain Of Love, Clay Walker,spotify:track:68AhslXGVDKUUyHnDkORGF,2000,0.533,0.315,0.235,0.316,140.918,1.19e-05
1744,Desert Rose, Sting Featuring Cheb Mami,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1745,The Next Episode, Dr. Dre Featuring Snoop Dogg,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1746,The Way You Love Me, Faith Hill,spotify:track:6vgN6KGstss0GnBbKlMNK9,2000,0.627,0.716,0.127,0.734,101.99,0
1747,Purest Of Pain (A Puro Dolor), Son By Four,spotify:track:6RUa3ZwZYnJnNgZxtIYJR9,2000,0.593,0.939,0.45,0.743,134.108,1.33e-05
1748,Dance Tonight, Lucy Pearl,spotify:track:1TwVcKR6JojvPwBGbWZT36,2000,0.787,0.425,0.00637,0.711,99.225,0.00169
1749,Shes More, Andy Griggs,spotify:track:0bF8vEqQyvTfAMWkbP7MnY,2000,0.679,0.528,0.0754,0.274,99.035,0
1750,Kryptonite, 3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,2000,0.545,0.86,0.00624,0.581,99.031,2.18e-05
1751,Doesnt Really Matter, Janet,spotify:track:1G6fZu8udnnkJgg8NUoHak,2000,0.773,0.8,0.0791,0.791,99.293,0.00259
1752,Shackles (Praise You), Mary Mary,spotify:track:5siee1e4lz8uF51OokjglA,2000,0.79,0.68,0.0313,0.813,100.442,0
1753,WhatChu Like, Da Brat Featuring Tyrese,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1754,Unconditional, Clay Davidson,spotify:track:2vmL6YN8FcqbcHQcmv0BVh,2000,0.562,0.451,0.419,0.277,132.949,0
1755,What I Need To Do, Kenny Chesney,spotify:track:203F5fqdu8WK880DM2cqVe,2000,0.622,0.428,0.432,0.229,77.127,1.2e-05
1756,Graduation (Friends Forever), Vitamin C,spotify:track:45V4Mk7vZV2b9JfSWuUX9m,2000,0.583,0.637,0.00722,0.315,80.004,0.0419
1757,Prayin For Daylight, Rascal Flatts,spotify:track:0DAVCurdi9ZqkVUKIuikzm,2000,0.635,0.81,0.516,0.721,90.953,0
1758,I Need You, LeAnn Rimes,spotify:track:2AogRMqARWyUP7VQ3gmSoY,2000,0.628,0.834,0.403,0.626,97.865,0
1759,Some Things Never Change, Tim McGraw,spotify:track:2xVsM0134vrQSNFZOPcBHZ,2000,0.545,0.61,0.355,0.415,89.924,1.21e-06
1760,Ill Be, Reba McEntire,spotify:track:2irD199RNcPDZcNkea7RAE,2000,0.593,0.447,0.724,0.281,122.695,0
1761,I Think God Can Explain, Splender,spotify:track:3YW5qaMNCsMnta8L0j1btB,2000,0.48,0.729,0.0129,0.509,137.232,0
1762,I Wanna Be With You, Mandy Moore,spotify:track:4du0TY3NTgvQGlelrBHfDL,2000,0.515,0.908,0.0158,0.637,150.031,1.88e-05
1763,Wobble Wobble, 504 Boyz,spotify:track:6jb1scW79m0Hjx0KVL9RBl,2000,0.849,0.694,0.00269,0.333,170.034,0
1764,Flowers On The Wall, Eric Heatherly,spotify:track:3kgMG3gvIInB7t0RgqjQFH,2000,0.781,0.647,0.0874,0.751,99.938,3.38e-05
1765,What About Now, Lonestar,spotify:track:2Fsg9at6oxnR7h6PhNcOmE,2000,0.739,0.688,0.498,0.769,126.998,0
1766,Whatever, Ideal Featuring Lil' Mo,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1767,Could I Have This Kiss Forever, Whitney Houston & Enrique Iglesias,spotify:track:0c7CDm2XzAYBcTuB74cgVt,2000,0.623,0.565,0.661,0.65,94.0,0.912
1768,Only God Knows Why, Kid Rock,spotify:track:1rAzW6aco1ZtxLRx4XOagB,2000,0.628,0.749,0.0569,0.31,129.2,0.00204
1769,Mirror Mirror, M2M,spotify:track:2gX1J5hbHs1V7gkHsNglTv,2000,0.696,0.685,0.218,0.507,100.088,0
1770,"Same Script, Different Cast", Whitney Houston & Deborah Cox,spotify:track:7tvwbwZxcAH6kmfeh0GVpJ,2000,0.677,0.649,0.00729,0.204,131.109,0.215
1771,Best Of Me, Mya Featuring Jadakiss,spotify:track:3uLJA6A6gsEBYhqQR7C4wj,2000,0.676,0.727,0.155,0.646,86.695,0
1772,More, Trace Adkins,spotify:track:3k5aZuYJfbfcVK9aj8xJOS,2000,0.48,0.961,0.0158,0.489,136.376,4.13e-06
1773,With Arms Wide Open, Creed,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,2000,0.42,0.546,0.0038,0.129,138.946,0.000787
1774,I Will Love Again, Lara Fabian,spotify:track:1raT3L0NJtc10t7xNgHJZ1,2000,0.643,0.757,0.0435,0.471,126.975,1.35e-06
1775,It Must Be Love, Alan Jackson,spotify:track:16OFkCrdYH524sqvTPt6CT,2000,0.816,0.669,0.284,0.967,112.132,0
1776,Incomplete, Sisqo,spotify:track:3w8Mw9GHYepoTWOSdiyosj,2000,0.75,0.446,0.282,0.291,119.489,0
1777,Thats The Way, Jo Dee Messina,spotify:track:296XGtH5MeGisqD3uAz6Q6,2000,0.488,0.923,0.129,0.818,183.891,0
1778,Taking You Home, Don Henley,spotify:track:114ZIcx0S3gJkZmT3wmGte,2000,0.571,0.492,0.325,0.0899,72.344,1.87e-05
1779,Cold Day In July, Dixie Chicks,spotify:track:2dtitppHZmA0MxLZ3Giq3o,2000,0.574,0.368,0.0163,0.296,129.457,2.12e-05
1780,I Disappear, Metallica,spotify:track:51Vic2Yi71YKNtLbyJKgQt,2000,0.534,0.929,0.000206,0.447,122.733,5.58e-05
1781,Buy Me A Rose, Kenny Rogers With Alison Krauss & Billy Dean,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1782,Shut Up," Trick Daddy Featuring Duece Poppito, Trina, Co",N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1783,Its So Hard, Big Punisher Featuring Donell Jones,spotify:track:5NQdweL8O7nGdM7e4IS1lf,2000,0.9,0.593,0.0554,0.633,92.946,0
1784,Youll Always Be Loved By Me, Brooks & Dunn,spotify:track:1migZXJuB0tB2pFucCtEm5,2000,0.672,0.658,0.2,0.569,103.12,2.49e-05
1785,One Voice, Billy Gilman,spotify:track:3ZdA3QuqHqOJdsczRwT1hg,2000,0.442,0.447,0.101,0.16,149.652,0
1786,Monica, Before Dark,spotify:track:6oF2p0mye6O6cexdEeRfDf,2000,0.736,0.573,0.0374,0.702,87.992,0
1787,You Owe Me, NAS Featuring Ginuwine,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1788,3 Little Words, Nu Flavor,spotify:track:4alLyN9my0O1SD9y097cPl,2000,0.709,0.469,0.504,0.256,113.986,0
1789,Someday Out Of The Blue, Elton John,spotify:track:1MtLyoONKfK41bQONcARsn,2000,0.569,0.83,0.264,0.421,159.929,0
1790,Carlene, Phil Vassar,spotify:track:339hc1FygD8oJl4kg24IjG,2000,0.587,0.88,0.0784,0.778,129.222,0
1791,Riddle, En Vogue,spotify:track:5AYyDRotbApDiucOpJnFGr,2000,0.805,0.54,0.139,0.701,95.999,1.68e-05
1792,When You Need My Love, Darryl Worley,spotify:track:4YVn5jM7iJqjQLu1gRhP2W,2000,0.59,0.653,0.119,0.402,85.991,0
1793,Take That," Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1794,Been There, Clint Black With Steve Wariner,spotify:track:1fZTBWodPt5YcAwdJdccU2,2000,0.635,0.66,0.0475,0.744,185.983,0.272
1795,Feelin So Good, Jennifer Lopez Featuring Big Pun & Fat Joe,spotify:track:1AlvKwk3NBZ8lAt7GC6SiT,2000,0.738,0.84,0.00437,0.862,107.755,0.00629
1796,Whoa!, Black Rob,spotify:track:71u5SjnkSQgzIt1UzHchbi,2000,0.736,0.705,0.0579,0.557,86.404,0
1797,Goodbye Earl, Dixie Chicks,spotify:track:7rqaqQurHzR5xHAhdm1gmM,2000,0.705,0.7,0.0192,0.765,122.841,0
1798,Back At One, Mark Wills,spotify:track:72MSivvHmzBcpSvcHRyf9b,2000,0.621,0.475,0.187,0.319,129.891,0
1799,Thats What Im Looking For, Da Brat,spotify:track:3hVNySmPHrzsrpwxL3j6vT,2000,0.929,0.728,0.344,0.961,130.076,0
1800,If You Had My Love, Jennifer Lopez,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,1999,0.68,0.625,0.0645,0.814,94.02,5.81e-05
1801,Last Kiss, Pearl Jam,spotify:track:0QnONzv3TvHAWk294h6DaQ,1999,0.622,0.692,0.363,0.774,112.053,0.000158
1802,Livin La Vida Loca, Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,1999,0.425,0.954,0.00411,0.933,178.043,0
1803,No Scrubs, TLC,spotify:track:1KGi9sZVMeszgZOWivFpxs,1999,0.743,0.675,0.0251,0.59,92.909,0.000717
1804,Where My Girls At?, 702,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,1999,0.719,0.736,0.0373,0.757,92.179,0.0028
1805,I Want It That Way, Backstreet Boys,spotify:track:6e40mgJiCid5HRAGrbpGA6,1999,0.689,0.702,0.216,0.484,99.031,0
1806,The Hardest Thing, 98 Degrees,spotify:track:7EEdDKopE2INq8y1sOZuhU,1999,0.721,0.507,0.173,0.519,87.986,0
1807,Fortunate, Maxwell,spotify:track:0atAqF01mqwYOOfXVHu51F,1999,0.741,0.37,0.105,0.328,126.136,1.02e-06
1808,Kiss Me, Sixpence None The Richer,spotify:track:754kgU5rWscRTfvlsuEwFp,1999,0.526,0.749,0.023,0.421,99.982,1.76e-06
1809,That Dont Impress Me Much, Shania Twain,spotify:track:0KvLsZYwodakWxOQUYAR5I,1999,0.745,0.869,0.153,0.963,125.005,0
1810,Its Not Right But Its Okay, Whitney Houston,spotify:track:7861kBrZ5aw7o4NfggcyYW,1999,0.806,0.802,0.162,0.529,127.931,0.000885
1811,808, Blaque,spotify:track:1Pqv7l6vxjBxd5fx4bWchC,1999,0.867,0.42,0.00328,0.367,121.66,3.18e-06
1812,Wild Wild West, Will Smith Featuring Dru Hill & Kool Mo Dee,spotify:track:4XdqYlGXK7wGFdDVlBynwP,1999,0.764,0.618,0.239,0.892,109.01,0
1813,Chantes Got A Man, Chante Moore,spotify:track:2siv7IrEa2khUf70k7vp49,1999,0.746,0.629,0.218,0.478,111.566,0
1814,Happily Ever After, Case,spotify:track:21fXrzSxu2y51Yqf57QycI,1999,0.746,0.615,0.191,0.512,120.049,0
1815,No Pigeons, Sporty Thievz Featuring Mr. Woods,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1816,Almost Doesnt Count, Brandy,spotify:track:5ZCv9I8mgChcYkSrLuLSTc,1999,0.682,0.543,0.494,0.478,71.582,0
1817,Who Dat, JT Money Featuring Sole,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1818,Every Morning, Sugar Ray,spotify:track:6Neq7tjnknt4URNI8txFL4,1999,0.829,0.674,0.0838,0.974,109.917,0.00174
1819,Give It To You, Jordan Knight,spotify:track:6miou5rcSI3TqJWTKizJJI,1999,0.829,0.669,0.0547,0.58,134.86,0
1820,All Star, Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK,1999,0.731,0.861,0.0319,0.78,104.034,0
1821,Anywhere, 112 Featuring Lil'z,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1822,Slide, Goo Goo Dolls,spotify:track:0nnwn7LWHCAu09jfuH1xTA,1999,0.395,0.843,0.00483,0.481,112.423,0
1823,Please Remember Me, Tim McGraw,spotify:track:4C5pVpypNmXpSN42rIqmpK,1999,0.465,0.54,0.177,0.234,75.88,2.82e-06
1824,What Its Like, Everlast,spotify:track:0kEQwPz9SrMN8E5iL9cxQL,1999,0.678,0.556,0.0904,0.405,85.158,0.0334
1825,Believe, Cher,spotify:track:2goLsvvODILDzeeiT4dAoR,1999,0.652,0.917,0.0082,0.459,132.975,0
1826,Sometimes, Britney Spears,spotify:track:1UI0l2L66HJ9AtoEOlHzv4,1999,0.745,0.742,0.42,0.806,95.996,0
1827,I Will Remember You (Live), Sarah McLachlan,spotify:track:0xzDbdFFnPz9CiQ0YZMq4K,1999,0.449,0.487,0.47,0.389,76.487,0.000129
1828,Sweet Lady, Tyrese,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,1999,0.588,0.522,0.233,0.584,66.024,0
1829,Write This Down, George Strait,spotify:track:5dHTF27CQvA7ktMvytr0Qc,1999,0.708,0.757,0.188,0.692,123.909,1.96e-05
1830,Tell Me Its Real, K-Ci & JoJo,spotify:track:6Bd9hh3O9DMjm8hws64D0z,1999,0.687,0.532,0.214,0.582,134.283,0
1831,Did You Ever Think, R. Kelly,spotify:track:3x6QCo3LClrqiJF19w8daE,1999,0.86,0.604,0.221,0.874,95.094,5.12e-05
1832,God Must Have Spent A Little More Time On You, Alabama Featuring 'N Sync,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1833,Heartbreak Hotel, Whitney Houston Feat. Faith Evans & Kelly Price,spotify:track:7eUKT0P0PPZBDOS8uDdySa,1999,0.661,0.482,0.137,0.469,133.985,0.000618
1834,Holla Holla, Ja Rule,spotify:track:27te5wEv1SXij9SP9d1Rib,1999,0.882,0.638,0.0283,0.507,92.994,0
1835,Fly Away, Lenny Kravitz,spotify:track:1OxcIUqVmVYxT6427tbhDW,1999,0.586,0.872,0.018,0.729,159.925,0
1836,Whatever You Say, Martina McBride,spotify:track:2fwTF4pELhEkd6sk3D1PnL,1999,0.456,0.649,0.0323,0.0763,152.957,4.02e-06
1837,Beautiful Stranger, Madonna,spotify:track:3DlRZM6zKSlAZigHbJQ3cp,1999,0.52,0.756,0.122,0.286,122.448,3.53e-05
1838,Amazed, Lonestar,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,1999,0.557,0.553,0.247,0.253,139.821,0
1839,Back 2 Good, matchbox 20,spotify:track:64XSAtXpCJUmadm3fkpH4z,1999,0.559,0.504,0.106,0.479,89.051,0
1840,With You, Lila McCann,spotify:track:10OvXiitSHEoxWLulzqG9s,1999,0.644,0.785,0.0281,0.628,127.9,1.19e-06
1841,Lesson In Leavin, Jo Dee Messina,spotify:track:2g0BAZVaLlK8GeTVzF6hQ6,1999,0.612,0.804,0.273,0.841,80.771,0
1842,Angel Of Mine, Monica,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,1999,0.592,0.562,0.00373,0.208,90.16,3.23e-05
1843,Two Teardrops, Steve Wariner,spotify:track:2isKldvQXdxTQ5EpGkfTuK,1999,0.747,0.324,0.652,0.516,121.441,0
1844,Better Days (And The Bottom Drops Out), Citizen King,spotify:track:460Wn6Dq2uMviG5nPXtPnb,1999,0.758,0.896,0.173,0.797,94.911,3.18e-05
1845,If You (Lovin Me), Silk,spotify:track:2Dhvr9FffaScu2bGJBM4O1,1999,0.623,0.442,0.182,0.335,99.181,0
1846,Tonight The Heartaches On Me, Dixie Chicks,spotify:track:5oiWBxCWiFGmMfSclRgQHB,1999,0.549,0.372,0.787,0.452,146.05,0.941
1847,Praise You, Fatboy Slim,spotify:track:21RDsw7wzUJNl2FbWTgEfJ,1999,0.621,0.885,0.0418,0.554,109.727,0.492
1848,...Baby One More Time, Britney Spears,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,1999,0.759,0.699,0.202,0.907,92.96,0.000131
1849,A Night To Remember, Joe Diffie,spotify:track:7r45fN7xpmDIOxKIyPb6qb,1999,0.559,0.639,0.0144,0.234,75.478,1.12e-06
1850,Scar Tissue, Red Hot Chili Peppers,spotify:track:1G391cbiT3v3Cywg8T7DM1,1999,0.595,0.717,0.0779,0.547,88.969,0.00274
1851,"Bills, Bills, Bills", Destiny's Child,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,1999,0.845,0.576,0.139,0.461,127.641,0
1852,My Own Worst Enemy, Lit,spotify:track:33iv3wnGMrrDugd7GBso1z,1999,0.494,0.946,0.00129,0.741,103.408,0
1853,One Honest Heart, Reba,spotify:track:7Ck8dr0lr64fRQpivQiGh7,1999,0.574,0.775,0.125,0.637,96.0,0
1854,You Wont Ever Be Lonely, Andy Griggs,spotify:track:0wfr8FjpLXIO1YjqEyVCg5,1999,0.471,0.617,0.0522,0.491,182.323,0
1855,Whats It Gonna Be?!, Busta Rhymes Featuring Janet,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1856,Strong Enough, Cher,spotify:track:144JMbvbR5txNzoZ112wo4,1999,0.593,0.923,0.0495,0.587,124.862,0
1857,Single White Female, Chely Wright,spotify:track:3rDYYPicaQbT2rcpdfqQF9,1999,0.533,0.671,0.354,0.887,178.101,0
1858,Hey Leonardo (She Likes Me For Me), Blessid Union Of Souls,spotify:track:5ygrcmlvlj7pgPZJyAR5jF,1999,0.611,0.871,0.0384,0.7,103.094,1.21e-06
1859,Man! I Feel Like A Woman!, Shania Twain,spotify:track:0IF0vGwaJQ8ZCh0QxhW6OV,1999,0.678,0.899,0.637,0.757,124.944,0
1860,Little Good-Byes, SHeDAISY,spotify:track:3H91XI59XwKMS7NrORTDSa,1999,0.536,0.714,0.117,0.706,83.572,1.09e-06
1861,Blue Monday, Orgy,spotify:track:5267gVdYWrLoz6ClOhlqmE,1999,0.589,0.696,8.65e-05,0.938,129.833,3.43e-05
1862,I Could Not Ask For More, Edwin McCain,spotify:track:6SL31rlFI8KcAgCNnuU0eH,1999,0.507,0.71,0.0975,0.45,134.647,1.08e-05
1863,You, Jesse Powell,spotify:track:0hcW7qPqWWJc8189OaqQvX,1999,0.722,0.327,0.299,0.266,112.249,0.000661
1864,"The Cup Of Life (The Official Song Of The World Cup, France 98)", Ricky Martin,spotify:track:68CzXNGAMmb3k5MhLu0xVb,1999,0.709,0.911,0.0387,0.661,126.984,0.000132
1865,Everything Is Everything, Lauryn Hill,spotify:track:7t86fVeDAd63ThaR0ZkxXS,1999,0.824,0.707,0.415,0.847,94.708,0
1866,Rollercoaster, B*Witched,spotify:track:4XQgdczvOapXHBiMc5ovlo,1999,0.67,0.766,0.0804,0.766,106.981,0
1867,Shes So High, Tal Bachman,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,1999,0.537,0.84,0.2,0.211,124.269,2.15e-06
1868,Lately, Tyrese,spotify:track:0XmTCQWHgf6dOXJeLjXrzr,1999,0.541,0.701,0.0761,0.334,80.057,0
1869,Crazy Little Thing Called Love, Dwight Yoakam,spotify:track:5Jc5FzzI9xN8cYDiKlKpr1,1999,0.464,0.81,0.0763,0.881,166.366,0
1870,Hello L.O.V.E., John Michael Montgomery,spotify:track:5lru6HXsHfOThha9UExPEG,1999,0.567,0.885,0.0537,0.761,92.526,0.0756
1871,How Forever Feels, Kenny Chesney,spotify:track:2HmMklpgK8vGCpJmPpz1yG,1999,0.723,0.674,0.0986,0.61,124.9,1.83e-05
1872,Anyone Else, Collin Raye,spotify:track:2xvsy2gEUN5AI3PlFNm2Fm,1999,0.623,0.646,0.035,0.492,121.301,0
1873,Shes Always Right, Clay Walker,spotify:track:6TZIPLYJLGXKw7Q4JJ3ujF,1999,0.47,0.53,0.354,0.444,142.741,0
1874,Wish You Were Here, Mark Wills,spotify:track:24SM5UDYgjEzNUcVu2cURV,1999,0.587,0.448,0.62,0.287,82.918,0
1875,Unpretty, TLC,spotify:track:0BUoLE4o9eVahDHvTqak67,1999,0.648,0.622,0.00152,0.51,88.684,5.97e-05
1876,Millennium, Robbie Williams,spotify:track:1nrackcWUBo87xecPgry2G,1999,0.545,0.902,0.0556,0.777,91.251,0
1877,Who Needs Pictures, Brad Paisley,spotify:track:79DjV1vsU6yVoCbrQNNDdI,1999,0.592,0.39,0.477,0.143,146.039,0
1878,We Like To Party!, Vengaboys,spotify:track:3UL6Lzsocv9Ucizgzid2B0,1999,0.785,0.905,0.00803,0.969,136.018,0.859
1879,The Secret Of Life, Faith Hill,spotify:track:5wYgJcEdKam1nYSybFuOIe,1999,0.609,0.698,0.345,0.627,117.807,0
1880,My Favorite Girl, Dave Hollister,spotify:track:7hWod2nZxzIewqWEw45iUR,1999,0.64,0.668,0.42,0.604,119.985,0
1881,Jigga My N****, JAY-Z,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,1999,0.621,0.683,0.00243,0.0917,124.283,0.00856
1882,Nann, Trick Daddy Featuring Trina,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1883,You Are Everything, Dru Hill,spotify:track:79IjeSGwqOoKrbD1O6KKcu,1999,0.601,0.399,0.125,0.548,62.167,0
1884,Slave To The Habit, Shane Minor,spotify:track:7ICLuA4y58x4DU0hqbSap5,1999,0.719,0.844,0.0465,0.922,116.247,0
1885,Sitting Home, Total,spotify:track:6sSRhTPxBomvVYAyLpkLa1,1999,0.552,0.672,0.371,0.63,126.791,0.0159
1886,I Drive Myself Crazy, 'N Sync,spotify:track:2lFmoFR906U2ztvMMuJ0ep,1999,0.495,0.704,0.0184,0.407,174.056,0
1887,Ill Think Of A Reason Later, Lee Ann Womack,spotify:track:7ygWc80Ao1nhcV2D6Q3zPa,1999,0.593,0.822,0.0913,0.615,141.988,0.000193
1888,Anything But Down, Sheryl Crow,spotify:track:0nXvEWlc2YvVNztYOM3Y1w,1999,0.623,0.768,0.0184,0.552,121.233,2.15e-06
1889,One, Creed,spotify:track:42T2QQv3xgBlpQxaSP7lnK,1999,0.388,0.689,0.00809,0.212,126.362,0.000946
1890,It Aint My Fault 1 & 2, Silkk The Shocker Featuring Mystikal,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1891,Life, K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,1999,0.634,0.528,0.117,0.18,128.0,2.26e-06
1892,Whats So Different, Ginuwine,spotify:track:7jgZiwNyTH08evb3bDLfIy,1999,0.798,0.616,0.00941,0.96,78.884,5.09e-06
1893,Watch Out Now, The Beatnuts Featuring Yellaklaw,N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1894,Heavy, Collective Soul,spotify:track:2H460ZUwS63N9vLGEFmjZJ,1999,0.547,0.902,0.000877,0.548,106.923,0.000563
1895,Shes A Bitch," Missy ""Misdemeanor"" Elliott",N/A,1999,N/A,N/A,N/A,N/A,N/A,N/A
1896,Its Over Now, Deborah Cox,spotify:track:2iUwgnyYykjFu1f7YikoTX,1999,0.811,0.516,0.198,0.544,120.089,0
