,Winter Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
1533,19 Somethin, Mark Wills,spotify:track:0ElpjZyX8YBiXuYcDC1Ci9,2002,0.588,0.813,0.184,0.818,90.072,0
1534,Ignition, R. Kelly,spotify:track:5dNfHmqgr128gMY2tc5CeJ,2002,0.795,0.523,0.061,0.855,133.024,0
1535,Complicated, Avril Lavigne,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,2002,0.585,0.776,0.0572,0.427,77.987,7.74e-06
1536,Somebody Like You, Keith Urban,spotify:track:0qup7d7G2WffwARHKrqT2x,2002,0.646,0.887,0.127,0.523,110.964,0.000259
1537,I Should Be..., Dru Hill,spotify:track:7qZWCIgHBgjyuUBOnGnD9k,2002,0.596,0.761,0.226,0.481,121.792,0
1538,Sk8er Boi, Avril Lavigne,spotify:track:00Mb3DuaIH1kjrwOku9CGU,2002,0.487,0.9,6.79e-05,0.484,149.937,0
1539,Red Rag Top, Tim McGraw,spotify:track:7EcRXUpNct5u0wVJrl3mV8,2002,0.48,0.531,0.0677,0.404,154.885,0.607
1540,React, Erick Sermon Featuring Redman,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1541,Thug Lovin, Ja Rule Featuring Bobby Brown,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1542,All My Life, Foo Fighters,spotify:track:40Gxnw5Vc8hnhGFknXHe3R,2002,0.583,0.586,0.000231,0.622,167.798,0.000633
1543,Cry Me A River, Justin Timberlake,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,2002,0.624,0.653,0.575,0.565,73.884,0
1544,Fall Into Me, Emerson Drive,spotify:track:2bVFvGBU2ihWJgMRPcav5r,2002,0.496,0.822,0.219,0.615,97.01,0
1545,Picture, Kid Rock Featuring Sheryl Crow,spotify:track:69j0KoPJuwpnbGWrfn7Yll,2002,0.692,0.496,0.172,0.376,97.945,6.42e-06
1546,Po Folks, Nappy Roots Featuring Anthony Hamilton,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1547,Baby, Ashanti,spotify:track:6cZPfzVtkicrA3CyjqYKhu,2002,0.669,0.576,0.0103,0.456,79.042,0
1548,When Im Gone, 3 Doors Down,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,2002,0.496,0.765,0.00457,0.337,74.072,0
1549,Wanksta, 50 Cent,spotify:track:6rpNe6gSkmiYW6BfSFATi5,2002,0.81,0.868,0.0224,0.884,81.018,0
1550,I Care 4 U, Aaliyah,spotify:track:7hNa4Ne87baTWibwPGDz16,2002,0.683,0.291,0.429,0.152,138.886,0.00304
1551,You Know Youre Right, Nirvana,spotify:track:6oEVXNUt5x4cIMGYrKiB4w,2002,0.271,0.755,0.0284,0.437,177.02,0.000411
1552,Lifestyles Of The Rich And Famous, Good Charlotte,spotify:track:2g2a5kDeZexbUTD8abcvm6,2002,0.62,0.93,0.00043,0.609,106.22,0
1553,Do That..., Baby Featuring P. Diddy,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1554,A Lot Of Things Different, Kenny Chesney,spotify:track:1Hy3tvcg6l5o4codLnOC8f,2002,0.589,0.279,0.129,0.212,74.847,0.0192
1555,Talkin To Me, Amerie,spotify:track:72Oh7sKJUEINkQnoPO4kHS,2002,0.744,0.406,0.113,0.725,89.942,0
1556,Satisfaction, Eve,spotify:track:0klzutEUO6IX3QSmtRDFrq,2002,0.85,0.549,0.238,0.603,93.503,0
1557,Made You Look, Nas,spotify:track:3qRPc4QpHGNwKFAzCdqwxA,2002,0.658,0.936,0.172,0.711,95.439,0
1558,I Just Wanna Be Mad, Terri Clark,spotify:track:3BcCqaxGznRqmB1BIerea2,2002,0.574,0.897,0.0656,0.75,100.016,0
1559,The Baby, Blake Shelton,spotify:track:5sZ3xD192Bksbg6uBvd8Ig,2002,0.344,0.532,0.312,0.286,172.606,0
1560,Beautiful Mess, Diamond Rio,spotify:track:7LvK43IERbcLsuabmyKQgi,2002,0.402,0.817,0.317,0.376,177.342,0
1561,Dont Know Why, Norah Jones,spotify:track:6ybViy2qrO9sIi41EgRJgx,2002,0.732,0.198,0.883,0.618,88.174,1.1e-05
1562,Im Gonna Getcha Good!, Shania Twain,spotify:track:3wimPgsJv0hEgP5A3sQ7Ag,2002,0.719,0.806,0.0479,0.94,124.036,0
1563,These Are The Days, O-Town,spotify:track:4Mem5PZWPaqQ7X1bGysNxl,2002,0.598,0.627,0.000968,0.432,119.991,0
1564,A Moment Like This, Kelly Clarkson,spotify:track:4kvdX9zzsix7jYHsRVkVUH,2002,0.414,0.572,0.163,0.16,145.184,0
1565,Always, Saliva,spotify:track:2HjgCn2M3oMHHOIBI8FWmS,2002,0.363,0.916,0.00944,0.38,182.131,0
1566,Something, Lasgo,spotify:track:3e9L9HiHKcfYLAga28Vmcf,2002,0.643,0.981,0.0271,0.38,140.01,8.93e-05
1567,Make It Clap, Busta Rhymes Featuring Spliff Star,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1568,Paradise, LL Cool J Featuring Amerie,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1569,The Zephyr Song, Red Hot Chili Peppers,spotify:track:1ndGB6rvxKYN9seCYO1dTF,2002,0.725,0.803,0.013,0.403,117.391,3.66e-05
1570,Somewhere Out There, Our Lady Peace,spotify:track:6fQJg7MdQssgZJDhTJtFtd,2002,0.388,0.746,0.000563,0.458,159.675,0
1571,Bother, Stone Sour,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,2002,0.272,0.281,0.388,0.141,89.914,2.29e-05
1572,Cochise, Audioslave,spotify:track:1TDk2Jmi4dVZhm2dum3Jim,2002,0.452,0.873,0.000519,0.433,80.473,0
1573,Prayer, Disturbed,spotify:track:3QmLR4leyGjTTe0BGHVCRm,2002,0.65,0.914,0.000642,0.586,99.107,1.23e-06
1574,The Red, Chevelle,spotify:track:1gyee1JuFFiP476LQpRMYU,2002,0.509,0.843,0.000671,0.332,140.055,0.000803
1575,Girl Talk, TLC,spotify:track:7jxIiMcf07sFSMlziXLWNI,2002,0.882,0.671,0.171,0.34,95.018,0
1576,From Tha Chuuuch To Da Palace, Snoop Dogg,spotify:track:3dVRdoxPN20V8w0KDxWtIC,2002,0.78,0.675,0.257,0.681,96.88,0
1577,Cry, Faith Hill,spotify:track:6mJMvtuCMZt4XXNs5zw1zx,2002,0.512,0.645,0.141,0.283,111.015,0
1578,In A Little While, Uncle Kracker,spotify:track:7whM5VFdH5ddvNYO7HIfvs,2002,0.596,0.935,0.127,0.912,205.984,0
1579,Every River, Brooks & Dunn,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1580,One Of Those Days, Whitney Houston,spotify:track:4qoRtBttExNQ8eguqiYsRg,2002,0.679,0.708,0.312,0.82,91.983,0
1581,Spin, Lifehouse,spotify:track:7d40Pgf3SUR0Vi3BAGSFFQ,2002,0.467,0.897,0.000462,0.339,134.759,0.00022
1582,Dirrty, Christina Aguilera Featuring Redman,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1583,Single For The Rest Of My Life, Isyss,spotify:track:5ntkgBVRkW8BZ1cr0acKLD,2002,0.721,0.717,0.0796,0.805,147.655,0.00411
1584,Sick Of Being Lonely, Field Mob,spotify:track:0Nv2fnDgOR1ld5SN670Jst,2002,0.706,0.909,0.00202,0.808,173.819,2.16e-05
1585,Hit The Freeway, Toni Braxton Featuring Loon,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1586,My Town, Montgomery Gentry,spotify:track:5M8oqeozsjPMSXbkjo0SyD,2002,0.511,0.846,0.00258,0.528,93.848,0
1587,Goodbye To You, Michelle Branch,spotify:track:6NSJOIyKYcRZh28Kf0URTw,2002,0.504,0.556,0.288,0.276,81.008,0.000246
1588,Aerials, System Of A Down,spotify:track:4e9eGQYsOiBcftrWXwsVco,2002,0.364,0.922,0.000918,0.227,79.342,0.035
1589,Rock The Party, Benzino,spotify:track:0yORE7Aw2erLpuYlws1SJJ,2002,0.843,0.871,0.29,0.723,101.03,0
1590,The Streets, WC Featuring Nate Dogg,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1591,Ordinary Day, Vanessa Carlton,spotify:track:38A0qlAEbx9kP2StogKH00,2002,0.395,0.679,0.261,0.436,185.421,0
1592,Oh Yeah!," Big Tymers Featuring Tateeze, Boo & Gotti",N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1593,Work In Progress, Alan Jackson,spotify:track:6CxZi34SzNa3CUssMF4nCg,2002,0.752,0.669,0.212,0.649,135.271,2.42e-06
1594,Come Into My World, Kylie Minogue,spotify:track:39DW02MW41A8bBIxH7nT1V,2002,0.603,0.835,0.0294,0.822,124.994,0.149
1595,Thug Holiday, Trick Daddy Featuring LaTocha Scott,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1596,Where Would You Be, Martina McBride,spotify:track:66URCmir4NPApvXokhTZYO,2002,0.523,0.668,0.0607,0.278,128.092,3.23e-06
1597,Id Rather, Luther Vandross,spotify:track:5oDM9YSQIlhuWa0awHF4Z2,2002,0.705,0.467,0.236,0.522,119.938,0
1598,Come Close To Me, Common Featuring Mary J. Blige,N/A,2002,N/A,N/A,N/A,N/A,N/A,N/A
1599,Little Things, India.Arie,spotify:track:4lz8RL6TkJ3XlZm0wFfjpR,2002,0.791,0.522,0.0689,0.527,92.982,0.00106
1600,How You Remind Me, Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,2001,0.446,0.764,0.00135,0.543,172.094,0
1601,U Got It Bad, Usher,spotify:track:7J41dYQolQJEtj3UmKLu5r,2001,0.816,0.5,0.0227,0.649,124.037,1.53e-06
1602,Family Affair, Mary J. Blige,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,2001,0.925,0.56,0.138,0.966,92.895,1.19e-05
1603,Hero, Enrique Iglesias,spotify:track:24Gxm7Eh7tO83E26LG0CsY,2001,0.567,0.65,0.135,0.154,76.036,1.94e-05
1604,Get The Party Started, P!nk,spotify:track:4bk78jvK8Fe9YHqruOJW0v,2001,0.806,0.902,0.00127,0.961,128.943,0
1605,Differences, Ginuwine,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,2001,0.562,0.594,0.318,0.423,62.876,0
1606,"Whenever, Wherever", Shakira,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,2001,0.793,0.832,0.236,0.872,107.661,1.12e-05
1607,Livin It Up, Ja Rule Featuring Case,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1608,Always On Time, Ja Rule Featuring Ashanti,spotify:track:1OFiiULo1op1n4Hh8siCSU,2001,0.817,0.707,0.118,0.622,94.981,0.000133
1609,Turn Off The Light, Nelly Furtado,spotify:track:7sVvY1tEvk5VfitXX2PDOk,2001,0.712,0.673,0.0709,0.696,90.164,0.000205
1610,My Sacrifice, Creed,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,2001,0.324,0.876,9.62e-05,0.262,146.292,1.33e-06
1611,Gone, 'N Sync,spotify:track:4CCUjYJPbSXLL23BFeBVbI,2001,0.704,0.409,0.43,0.495,113.863,0
1612,A Womans Worth, Alicia Keys,spotify:track:0rimetBQIYXE3uMCbuXBUa,2001,0.667,0.41,0.331,0.493,75.069,0
1613,Im Real, Jennifer Lopez Featuring Ja Rule,spotify:track:1gaUODQzPR6eNcJtNe0cyZ,2001,0.735,0.58,0.368,0.525,83.447,0
1614,Superman (Its Not Easy), Five For Fighting,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,2001,0.382,0.416,0.0733,0.125,102.089,0
1615,Only Time, Enya,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,2001,0.418,0.249,0.841,0.213,82.803,0.661
1616,Rock The Boat, Aaliyah,spotify:track:3Q6qrj7HIgu9fxhHBkfmdi,2001,0.684,0.642,0.094,0.584,93.011,0.000188
1617,Fallin, Alicia Keys,spotify:track:0KQx6HOpJueiSkztcS0r7D,2001,0.653,0.609,0.263,0.482,95.982,0.00101
1618,Wherever You Will Go, The Calling,spotify:track:5QpaGzWp0hwB5faV8dkbAz,2001,0.558,0.719,0.0367,0.371,112.027,0
1619,I Do!!, Toya,spotify:track:0NdEFLohwfZpyncrBCq1ZY,2001,0.781,0.583,0.0859,0.91,156.264,0.00216
1620,Emotion, Destiny's Child,spotify:track:01Aj44KIjCrPmZeXq4UOky,2001,0.412,0.577,0.163,0.345,173.675,0
1621,#1, Nelly,spotify:track:703b51gh4ah7GYTYwKphj5,2001,0.835,0.497,0.0884,0.373,89.861,0
1622,We Thuggin, Fat Joe Featuring R. Kelly,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1623,Caramel, City High Featuring Eve,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1624,Where The Stars And Stripes And The Eagle Fly, Aaron Tippin,spotify:track:1tTZM7LUDkxcykOVVIGW4W,2001,0.586,0.751,0.0364,0.385,100.044,8e-05
1625,Butterflies, Michael Jackson,spotify:track:0rT9f5BSZrZ6DvzfBEckG0,2001,0.708,0.655,0.0583,0.545,89.99,2.1e-06
1626,Its Been Awhile, Staind,spotify:track:25CMmGsl22APKhfuj4Tp7j,2001,0.509,0.774,0.00189,0.0824,116.529,0.000549
1627,I Wanna Talk About Me, Toby Keith,spotify:track:4LYVmQvqgrgleZvXttn6PB,2001,0.76,0.857,0.159,0.71,106.024,0
1628,Son Of A Gun," Janet Featuring Missy Elliott, P. Diddy & Carly Simon",N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1629,Where Were You (When The World Stopped Turning), Alan Jackson,spotify:track:3eSwvMfSA0Fyku6Ak5JEw0,2001,0.623,0.387,0.549,0.189,115.362,0
1630,Dig In, Lenny Kravitz,spotify:track:0mBmE1IzBpbhfwEU4nd4ew,2001,0.671,0.921,0.0129,0.825,118.424,0.0235
1631,In The End, Linkin Park,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,2001,0.542,0.853,0.0103,0.37,105.256,0
1632,Hanging By A Moment, Lifehouse,spotify:track:0wqOReZDnrefefEsrIGeR4,2001,0.531,0.855,0.000983,0.424,124.578,0
1633,Run, George Strait,spotify:track:1EXMjx4nCIvYTaY5CZMUSl,2001,0.547,0.562,0.499,0.331,75.604,0.00104
1634,7 Days, Craig David,spotify:track:0gPQTLaqHDgdupKEok7J2x,2001,0.659,0.812,0.23,0.888,83.013,0
1635,Hey Baby, No Doubt Featuring Bounty Killer,spotify:track:0mqaG6G89TTWTb0qHDU5AY,2001,0.826,0.622,0.0208,0.679,93.796,0
1636,"Girls, Girls, Girls", JAY-Z,spotify:track:2sZjDM8c5SxAeLnWcbUTbF,2001,0.766,0.346,0.0195,0.625,118.287,0
1637,"Lights, Camera, Action!", Mr. Cheeks,spotify:track:2kxkQ1I56n3lyQdhv1yd7A,2001,0.85,0.902,0.0367,0.793,105.531,0
1638,Drops Of Jupiter (Tell Me), Train,spotify:track:0k4DhjX89dOfcJ7pgRoxoy,2001,0.369,0.549,0.356,0.267,78.509,0
1639,Riding With Private Malone, David Ball,spotify:track:4yym5ZJXwvg03d4kyhLVZO,2001,0.648,0.527,0.405,0.515,93.93,0
1640,Standing Still, Jewel,spotify:track:1V1Zit6cgKzpewBwMjm3zB,2001,0.618,0.647,0.115,0.315,123.889,6.12e-06
1641,Roll Out (My Business), Ludacris,spotify:track:3xDxsBF5dUfhzdTZG5Lu9K,2001,0.852,0.406,0.361,0.876,131.093,0
1642,Good Morning Beautiful, Steve Holy,spotify:track:0eHT8N5YQglv8cYYizXvSw,2001,0.565,0.5,0.452,0.242,70.984,0
1643,Break Ya Neck, Busta Rhymes,spotify:track:0svl7cK07gK1ia5ainczU5,2001,0.82,0.809,0.443,0.737,83.011,0.00175
1644,Raise Up, Petey Pablo,spotify:track:02GwPAncasVL82yC7y2hmN,2001,0.735,0.844,0.142,0.742,156.069,0
1645,Hit Em Up Style (Oops!), Blu Cantrell,spotify:track:4zYTZvtcww7OWKie7fxA9E,2001,0.7,0.774,0.2,0.652,90.0,0
1646,You Gets No Love, Faith Evans,spotify:track:61kG6g3btiapbSVEj3D0Hb,2001,0.749,0.677,0.211,0.917,96.872,0
1647,Im Tryin, Trace Adkins,spotify:track:6bdtkSJ1OQJriFAwU3p6bZ,2001,0.555,0.686,0.407,0.437,80.057,0.00972
1648,Wrapped Up In You, Garth Brooks,spotify:track:5gR0VsFfbzEhpcK0oMRx7n,2001,0.673,0.575,0.384,0.532,105.293,0.000141
1649,Im A Slave 4 U, Britney Spears,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,2001,0.847,0.843,0.415,0.963,110.027,0.000134
1650,Everywhere, Michelle Branch,spotify:track:1u0l8zWpQeMYStFkc2mLD7,2001,0.523,0.828,0.0136,0.476,96.952,0.000255
1651,Lifetime, Maxwell,spotify:track:0tXq1ob3ysGZN2oK1abtyp,2001,0.695,0.454,0.307,0.496,127.986,4.6e-06
1652,Alive, P.O.D.,spotify:track:3IRovqSVYx3CNtDWRebsET,2001,0.409,0.952,1.23e-05,0.55,80.899,0.000156
1653,Bouncin Back (Bumpin Me Against The Wall), Mystikal,spotify:track:7LdaPYlRo4pq6CBt44To2H,2001,0.883,0.896,0.268,0.748,93.928,1.04e-06
1654,Wrapped Around, Brad Paisley,spotify:track:20dc1jFEG3azMMyvpHj8La,2001,0.616,0.758,0.093,0.447,141.495,0
1655,Smooth Criminal, Alien Ant Farm,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,2001,0.647,0.964,0.00434,0.875,126.942,0.0036
1656,Bring On The Rain, Jo Dee Messina With Tim McGraw,spotify:track:0HyIUoB9a2YuofQLvFt3UE,2001,0.555,0.372,0.31,0.0891,136.885,5.07e-06
1657,Goodbye, Jagged Edge,spotify:track:3PcocqQL1Qn6LtUxjSlk4R,2001,0.821,0.727,0.134,0.971,130.0,2.4e-06
1658,Love Of A Woman, Travis Tritt,spotify:track:7dVINsv6faqqTUelZdvd5U,2001,0.324,0.574,0.239,0.335,74.101,0
1659,Take Away," Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1660,Drowning, Backstreet Boys,spotify:track:0AiTIiCQ15NW8QHQwSxKuR,2001,0.568,0.782,0.0799,0.481,141.942,0
1661,Wish You Were Here, Incubus,spotify:track:6KtLECDztnah63TNmV4Plw,2001,0.246,0.768,0.000631,0.35,169.873,0.301
1662,Brotha, Angie Stone,spotify:track:2sNAjuCXxyj8jHt93t9IJ9,2001,0.768,0.432,0.511,0.672,131.973,0
1663,No More Drama, Mary J. Blige,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,2001,0.925,0.56,0.138,0.966,92.895,1.19e-05
1664,With Me, Lonestar,spotify:track:48eZIkw7epa5bSh830gDII,2001,0.642,0.139,0.888,0.332,89.88,1.4e-05
1665,Dance With Me, 112,spotify:track:6uRH1qMz30ZBwwUG0IYE5s,2001,0.912,0.511,0.0259,0.611,101.628,0
1666,Youngn (Holla Back), Fabolous,spotify:track:0DiZeXOnFbzmvEpka0FKAZ,2001,0.809,0.701,0.0917,0.926,109.03,0.000136
1667,The Whole World, OutKast Featuring Killer Mike,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1668,God Bless The USA, Lee Greenwood,spotify:track:623lYBOJ7bLwh1bu3yeN5V,2001,0.299,0.422,0.0873,0.168,67.797,0
1669,Lets Stay Home Tonight, Joe,spotify:track:2PXv2AkAZkqYqc96gDKXuA,2001,0.691,0.742,0.145,0.722,90.102,3.14e-05
1670,Fade, Staind,spotify:track:70b6WxS0cjxbQqvdu4Q4Sa,2001,0.471,0.846,0.00209,0.255,116.469,0.0369
1671,Blurry, Puddle Of Mudd,spotify:track:5ceGigL7CZQ3Ih6W8SIbv8,2001,0.431,0.94,0.00916,0.484,157.477,0
1672,Stuck In A Moment You Cant Get Out Of, U2,spotify:track:3xjTuTBaihydhSC7ByNoSb,2001,0.531,0.653,0.351,0.331,158.498,9.7e-05
1673,From Her Mama (Mama Got A**), Juvenile,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1674,The Long Goodbye, Brooks & Dunn,spotify:track:5RJadombAbKFFO7X8J4EHj,2001,0.498,0.619,0.263,0.569,145.384,1.42e-05
1675,Love Of My Life, Brian McKnight,spotify:track:0pCDds54QUooGedfpHUjtW,2001,0.597,0.439,0.13,0.349,61.904,1.35e-05
1676,Dont You Forget It, Glenn Lewis,spotify:track:7vKYuqKAySUizIkcAl4Oal,2001,0.708,0.513,0.118,0.31,89.0,0
1677,Cant Fight The Moonlight, LeAnn Rimes,spotify:track:10FP9hm2aFfAIKEopqaG9D,2001,0.628,0.834,0.403,0.626,97.865,0
1678,Angry All The Time, Tim McGraw,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1679,Where I Come From, Alan Jackson,spotify:track:6ej1QJ8eIYmhsyTlvgDajy,2001,0.726,0.631,0.22,0.746,124.711,0
1680,Ugly, Bubba Sparxxx,spotify:track:3NOq1Gpiy4KwDni8NhOmHQ,2001,0.751,0.836,0.309,0.67,90.846,3.71e-05
1681,The Star Spangled Banner, Whitney Houston,spotify:track:5qByPJHfbssZpbUzhgpDCG,2001,0.175,0.642,0.633,0.492,88.876,0.0306
1682,AM To PM, Christina Milian,spotify:track:1rLiiGdq1fS9JCdblYVunZ,2001,0.875,0.575,0.0222,0.731,105.018,0
1683,Control, Puddle Of Mudd,spotify:track:4BL79Qie6r0TkXuNQLC8gQ,2001,0.433,0.914,0.00301,0.635,163.759,0
1684,Part II, Method Man & Redman,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1685,Im A Survivor, Reba,spotify:track:0Fvw3mm5xy6CgsOWJWBs8s,2001,0.634,0.646,0.373,0.512,88.834,0
1686,You Rock My World, Michael Jackson,spotify:track:1Lhwn4PqeGpM4LTVUowW76,2001,0.854,0.673,0.038,0.955,95.0,0.000227
1687,Fatty Girl," Ludacris, LL Cool J & Keith Murray",N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1688,Who We Be, DMX,spotify:track:5v1SSuJCyPHJv9ylVK3LBL,2001,0.572,0.878,0.146,0.578,165.432,0
1689,What Am I Gonna Do, Tyrese,spotify:track:7FFQsnjzumC6eyCXRFPQ2f,2001,0.69,0.475,0.275,0.536,145.597,0
1690,Do U Wanna Roll (Dolittle Theme)," R.L., Snoop Dogg & Lil' Kim",N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1691,Feelin On Yo Booty, R. Kelly,spotify:track:7cFQFr1VpkSp3BTIn7X719,2001,0.737,0.258,0.259,0.83,61.028,2.71e-06
1692,Got Ur Self A..., Nas,spotify:track:09wQdd0JQbkp9yKfRfwhjG,2001,0.699,0.869,0.0118,0.616,93.612,0
1693,Crawling, Linkin Park,spotify:track:57BrRMwf9LrcmuOsyGilwr,2001,0.58,0.702,0.0466,0.299,105.076,3.2e-06
1694,Diddy, P. Diddy Featuring The Neptunes,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1695,Round And Round, Jonell & Method Man,N/A,2001,N/A,N/A,N/A,N/A,N/A,N/A
1696,Freedom, Paul McCartney,spotify:track:1J3UaZHMc5FooGjz2JUWzs,2001,0.377,0.964,0.184,0.787,114.188,0.00283
1697,What If, Babyface,spotify:track:4AFhkn04YASMuvUxVMJKmW,2001,0.745,0.451,0.212,0.481,143.908,0
1698,Every Other Time, LFO,spotify:track:3uD4aRM8QoEAAhwpOke7QU,2001,0.689,0.922,0.0143,0.72,103.975,0
1699,Fat Lip, Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,2001,0.574,0.911,0.000618,0.573,98.075,0
1700,Independent Women Part I, Destiny's Child,spotify:track:70tzgsEOhNBjhxFDKbZLSm,2000,0.876,0.424,0.378,0.844,98.062,7.31e-05
1701,It Wasnt Me," Shaggy Featuring Ricardo ""RikRok"" Ducent",N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1702,Case Of The Ex (Whatcha Gonna Do), Mya,spotify:track:1ak0S3NhwWrUgNlQhJ1412,2000,0.78,0.69,0.0565,0.341,98.002,8.19e-05
1703,With Arms Wide Open, Creed,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,2000,0.42,0.546,0.0038,0.129,138.946,0.000787
1704,He Loves U Not, Dream,spotify:track:1WmQRsskLjWq8GI3htHRsq,2000,0.736,0.642,0.0426,0.698,155.96,5.06e-05
1705,Ms. Jackson, OutKast,spotify:track:0I3q5fE6wg7LIfHGngUTnV,2000,0.843,0.805,0.142,0.615,94.946,0
1706,Gotta Tell You, Samantha Mumba,spotify:track:7ccz9p1ErD6Kq5ZSQmyvLm,2000,0.729,0.752,0.229,0.792,110.007,0
1707,The Way You Love Me, Faith Hill,spotify:track:6vgN6KGstss0GnBbKlMNK9,2000,0.627,0.716,0.127,0.734,101.99,0
1708,Kryptonite, 3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,2000,0.545,0.86,0.00624,0.581,99.031,2.18e-05
1709,This I Promise You, 'N Sync,spotify:track:46n2EGFnPC3tzWCN1Aqe26,2000,0.55,0.587,0.354,0.466,165.975,0
1710,If Youre Gone, matchbox twenty,spotify:track:2f5N826udWfjT9iomeaBJt,2000,0.544,0.659,0.427,0.361,109.933,1.33e-06
1711,Dance With Me, Debelah Morgan,spotify:track:1C2Q3AymKS17bw7T5gfq6p,2000,0.85,0.674,0.309,0.74,115.005,0.000645
1712,I Just Wanna Love U (Give It 2 Me), JAY-Z,spotify:track:4njIjCNDi1UznBiyye3Xbt,2000,0.943,0.659,0.205,0.955,98.086,0
1713,Most Girls, P!nk,spotify:track:6gEioWsXbaNY025YFTYaBE,2000,0.753,0.745,0.0392,0.692,97.919,0.00321
1714,I Wish, R. Kelly,spotify:track:7sOqd1dVmfU5mgqrUtlqc5,2000,0.42,0.463,0.068,0.659,78.83,0
1715,E.I., Nelly,spotify:track:703b51gh4ah7GYTYwKphj5,2000,0.835,0.497,0.0884,0.373,89.861,0
1716,Shape Of My Heart, Backstreet Boys,spotify:track:3wleRI6dxEsbOgr6rD2fQz,2000,0.571,0.77,0.252,0.54,96.09,0
1717,Between Me And You, Ja Rule Featuring Christina Milian,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A
1718,Again, Lenny Kravitz,spotify:track:16gvJsVyauI16RqmOrwJJk,2000,0.554,0.82,0.0186,0.755,79.155,4.91e-05
1719,Pinch Me, Barenaked Ladies,spotify:track:2RQ3fWFZJJe4G5KkHEACww,2000,0.68,0.857,0.0151,0.794,95.349,2.88e-05
1720,Liquid Dreams, O-Town,spotify:track:3egMjJ5jtlH4gIlLFkQH0L,2000,0.823,0.7,0.0264,0.75,108.019,0
1721,Love Dont Cost A Thing, Jennifer Lopez,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,2000,0.786,0.842,0.00305,0.685,97.577,3.54e-06
1722,Crazy For This Girl, Evan And Jaron,spotify:track:2gdt70w8DOCWGq1HdkgSUd,2000,0.457,0.926,0.000487,0.41,93.964,5.69e-05
1723,Whats Your Fantasy, Ludacris Featuring Shawnna,spotify:track:4LwOrnuxJwR7C5Sw4liY4Z,2000,0.914,0.813,0.171,0.962,140.089,0
1724,Music, Madonna,spotify:track:2BcOZ4vOeu2qZowIHrvTYy,2000,0.734,0.833,0.00132,0.862,119.847,0.0824
1725,My First Love, Avant Featuring KeKe Wyatt,spotify:track:2DB94shL7ScFFuzkktaNu7,2000,0.565,0.423,0.043,0.363,63.023,1.75e-06
1726,My Next Thirty Years, Tim McGraw,spotify:track:7AHw9SfOITU9Q7sj3V5vxV,2000,0.605,0.804,0.265,0.601,98.866,4.93e-06
